update,total_steps,eval_mean_reward
10,5120,0.9632
20,10240,0.9678000000000001
30,15360,0.9678000000000001
40,20480,0.9678000000000001
50,25600,0.9678000000000001
60,30720,0.9678000000000001
70,35840,0.9678000000000001
80,40960,0.9678000000000001
90,46080,0.9678000000000001
100,51200,0.9678000000000001
110,56320,0.9678000000000001
120,61440,0.9678000000000001
130,66560,0.9678000000000001
140,71680,0.9678000000000001
150,76800,0.9678000000000001
160,81920,0.9678000000000001
170,87040,0.9678000000000001
180,92160,0.9678000000000001
190,97280,0.9678000000000001
200,102400,0.9678000000000001
210,107520,0.9678000000000001
220,112640,0.9678000000000001
230,117760,0.9678000000000001
240,122880,-0.2500000000000001
250,128000,0.9678000000000001
260,133120,0.9678000000000001
270,138240,0.9678000000000001
280,143360,0.9678000000000001
290,148480,0.9678000000000001
300,153600,0.9678000000000001
310,158720,0.9678000000000001
320,163840,0.9678000000000001
330,168960,0.9678000000000001
340,174080,0.9678000000000001
350,179200,0.9678000000000001
360,184320,0.9678000000000001
370,189440,0.9678000000000001
380,194560,0.9678000000000001
390,199680,0.9678000000000001
